id,budget,genres,title,popularity,release-date,revenue,rating
1788,26000000,"['Horror', 'Thriller']",Red Eye,8.802626,2005-08-04,57891803,6.2
1789,26000000,"['Horror', 'Mystery']",Final Destination 2,37.355826,2003-01-31,90426405,5.9
1790,26000000,"['Action', 'Adventure', 'Comedy']","O Brother, Where Art Thou?",39.742009,2000-08-30,71868327,7.3
1791,26000000,['Horror'],Legion,30.981604,2010-01-21,67918658,5.2
1792,25000000,"['Thriller', 'Crime', 'Action']",Pain & Gain,31.893932,2013-04-18,86175291,6.1
1793,0,"['Comedy', 'Drama', 'Romance']",In Good Company,15.376391,2004-12-29,0,5.9
1794,26000000,"['Adventure', 'Family', 'Science Fiction', 'Thriller']",Clockstoppers,5.894163,2002-03-17,38793283,4.9
1795,26000000,"['Action', 'Crime', 'Drama', 'Western']",Silverado,10.981038,1985-07-10,0,7.1
1796,26000000,"['Drama', 'Thriller', 'War']",Brothers,22.07638,2009-01-27,43318349,6.8
1797,26000000,['Comedy'],Agent Cody Banks 2: Destination London,10.925618,2004-12-03,28818995,5.2
1798,56000000,"['Comedy', 'Romance']",New Year's Eve,21.219292,2011-12-08,142044638,5.7
1799,42000000,"['Drama', 'Thriller', 'Mystery', 'Romance']",Original Sin,14.831402,2001-08-03,35402320,5.8
1800,26000000,"['Crime', 'Thriller', 'Mystery']",The Raven,22.520842,2012-03-09,29657751,6.1
1801,30000000,['Comedy'],Welcome to Mooseport,3.314094,2004-02-24,14000000,4.8
1802,26000000,"['Action', 'Fantasy', 'Science Fiction']",Highlander III: The Sorcerer,7.964451,1994-11-29,36800000,4.5
1803,26000000,"['Crime', 'Drama', 'Thriller']",Blood and Wine,1.492056,1996-10-03,0,5.5
1804,26000000,"['Fantasy', 'Horror']",Snow White: A Tale of Terror,4.810621,1997-07-18,0,6.0
1805,0,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",The Curse of the Jade Scorpion,9.317265,2001-08-05,0,6.5
1806,26000000,"['Romance', 'Comedy']",Accidental Love,5.644844,2015-02-10,0,3.9
1807,25530000,"['Adventure', 'Family']",Flipper,4.475007,1996-05-17,20080020,5.3
1808,26000000,"['Science Fiction', 'Mystery', 'Thriller']",Self/less,66.097437,2015-07-10,30523226,6.3
1809,25000000,"['Drama', 'Mystery', 'Thriller']",The Constant Gardener,20.679652,2005-08-31,82466670,6.8
1810,30000000,['Drama'],The Passion of the Christ,38.171417,2004-02-25,611899420,6.9
1811,25000000,"['Comedy', 'Drama', 'Family']",Mrs. Doubtfire,30.884535,1993-11-24,441286195,7.0
1812,25000000,['Drama'],Rain Man,49.510658,1988-12-11,412800000,7.6
1813,33000000,['Drama'],Gran Torino,50.7453,2008-12-09,269958228,7.8
1814,25100000,"['Drama', 'History']",W.,10.445391,2008-10-17,29506464,6.1
1815,25000000,"['Action', 'Thriller']",Taken,80.879032,2008-02-18,226830568,7.2
1816,26000000,"['Drama', 'Romance']",The Best of Me,33.93914,2014-10-16,35926213,7.2
1817,25000000,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",The Bodyguard,26.576385,1992-11-25,411006740,6.1
1818,22000000,"['Drama', 'History', 'War']",Schindler's List,104.469351,1993-11-29,321365567,8.3
1819,25000000,['Drama'],The Help,42.191509,2011-08-09,124272124,7.8
1820,28000000,"['Drama', 'Thriller']",The Fifth Estate,20.267062,2013-10-11,8555008,5.7
1821,0,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']",Scooby-Doo 2: Monsters Unleashed,22.644275,2004-03-24,181466833,5.4
1822,26000000,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']",Viy,7.182761,2014-01-30,0,4.9
1823,30000000,['Horror'],Freddy vs. Jason,26.69592,2003-08-15,114908830,5.8
1824,0,"['Thriller', 'Drama']",The Face of an Angel,7.336256,2014-09-06,0,4.7
1825,25000000,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",Jimmy Neutron: Boy Genius,12.739721,2001-12-21,80936232,5.6
1826,25000000,"['Action', 'Thriller', 'Science Fiction']",Cloverfield,46.942396,2008-01-15,170764026,6.4
1827,25000000,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,1991-03-22,78000000,5.8
1828,25000000,"['Crime', 'Drama', 'History', 'Thriller']",The Untouchables,38.272889,1987-06-02,76270454,7.6
1829,25000000,"['Crime', 'Drama', 'Thriller']",No Country for Old Men,53.645267,2007-11-08,171600000,7.7
1830,25000000,"['Action', 'Comedy']",Ride Along,28.468,2014-01-07,153997819,6.1
1831,25000000,"['Comedy', 'Romance', 'Drama']",Bridget Jones's Diary,35.310712,2001-04-13,281929795,6.5
1832,25000000,"['Comedy', 'Drama', 'Romance']",Chocolat,28.727731,2000-12-14,152500343,6.8
1833,45000000,['Comedy'],"Legally Blonde 2: Red, White & Blonde",4.340616,2003-07-02,124914842,5.1
1834,25000000,['Comedy'],Parental Guidance,14.604911,2012-12-25,119772232,5.7
1835,25000000,"['Comedy', 'Romance']",No Strings Attached,38.688822,2011-01-21,147780440,6.1
1836,25000000,"['Action', 'Adventure', 'Drama', 'History', 'Western']",Tombstone,30.537845,1993-12-25,56505065,7.4
1837,25000000,"['Action', 'Crime', 'Thriller']",Romeo Must Die,19.750059,2000-03-20,91036760,6.0
1838,2800000,"['Horror', 'Thriller']",The Omen,25.939385,1976-06-06,60922980,7.2
1839,25000000,"['Horror', 'Mystery']",Final Destination 3,31.64341,2006-02-10,117719158,5.8
1840,25000000,"['Drama', 'Romance']",The Lucky One,26.811541,2012-04-19,99357138,6.8
1841,60000000,"['Adventure', 'Drama', 'Family']",Bridge to Terabithia,40.646102,2007-02-16,137587063,7.0
1842,25000000,['Drama'],Finding Neverland,34.160448,2004-10-17,116766556,7.2
1843,0,"['Comedy', 'Drama']",A Madea Christmas,5.377155,2013-12-13,0,7.0
1844,25000000,"['Action', 'Drama', 'Thriller']",The Grey,48.552871,2012-01-26,77278331,6.4
1845,25000000,"['Horror', 'Mystery', 'Thriller']",Hide and Seek,18.228538,2005-01-27,122644820,6.1
1846,26000000,['Comedy'],Anchorman: The Legend of Ron Burgundy,29.342744,2004-07-09,90574188,6.7
1847,25000000,"['Drama', 'Crime']",GoodFellas,63.654244,1990-09-12,46836394,8.2
1848,28000000,['Action'],Agent Cody Banks,11.859396,2003-03-14,58795814,5.0
1849,25000000,"['Fantasy', 'Comedy', 'Family']",Nanny McPhee,24.356483,2005-10-21,122489822,6.4
1850,25000000,"['Action', 'Crime', 'Drama', 'Thriller']",Scarface,70.105981,1983-12-08,65884703,8.0
1851,25000000,"['Action', 'Adventure', 'Comedy']",Nothing to Lose,8.618208,1997-07-18,0,6.3
1852,23000000,"['Drama', 'History']",The Last Emperor,21.189028,1987-10-21,43984230,7.4
1853,25000000,"['Thriller', 'Action', 'Drama', 'Crime']",Contraband,31.364901,2012-01-12,63100000,6.1
1854,0,"['Action', 'Adventure', 'Comedy']",Money Talks,7.615653,1997-08-22,0,5.9
1855,25000000,['Drama'],There Will Be Blood,37.817905,2007-12-28,77208711,7.9
1856,35000000,"['Animation', 'Adventure', 'Family']",The Wild Thornberrys Movie,5.784661,2002-12-20,0,5.8
1857,0,"['Animation', 'Family']",Rugrats Go Wild,8.255708,2003-06-13,0,5.6
1858,25000000,"['Action', 'Comedy']",Undercover Brother,6.086083,2002-05-31,41604473,5.5
1859,25000000,"['Drama', 'Comedy']",The Sisterhood of the Traveling Pants,17.17372,2005-06-01,39053061,6.3
1860,25000000,"['Action', 'Crime', 'Thriller']",Kiss of the Dragon,16.936576,2001-07-06,64437847,6.4
1861,25000000,"['Romance', 'Comedy']",The House Bunny,25.838073,2008-08-22,70442940,5.6
1862,25000000,"['Comedy', 'Romance']",Beauty Shop,5.625632,2005-06-02,36351350,5.4
1863,25000000,['Drama'],Million Dollar Arm,17.312433,2014-05-09,38307627,6.6
1864,25000000,"['Drama', 'Science Fiction']",The Giver,53.811461,2014-08-11,66980456,6.4
1865,0,['Comedy'],What a Girl Wants,7.057765,2003-03-27,0,5.8
1866,17000000,"['Horror', 'Thriller']",Jeepers Creepers 2,19.045146,2003-08-08,63102666,5.5
1867,25000000,"['Comedy', 'Drama', 'Romance']",Good Luck Chuck,21.729434,2007-09-21,59192128,5.5
1868,25000000,"['Action', 'Crime', 'Drama']",Cradle 2 the Grave,12.837116,2003-02-28,56489558,5.8
1869,25000000,['Drama'],The Hours,20.953265,2002-12-27,41597830,7.0
1870,20000000,"['Comedy', 'Drama', 'Family', 'Romance']",She's the Man,10.81439,2006-03-17,33889159,6.4
1871,25000000,"['Family', 'Comedy']",Mr. Bean's Holiday,27.683874,2007-03-22,229736344,6.1
1872,20000000,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']",Anacondas: The Hunt for the Blood Orchid,9.855474,2004-08-26,70992898,4.9
1873,25500000,"['Thriller', 'Crime', 'Drama']",Blood Ties,12.756344,2013-08-22,2415472,6.0
1874,25000000,['Drama'],August Rush,29.533437,2007-11-21,66122026,7.1
1875,30000000,"['Drama', 'History']",Elizabeth,14.179538,1998-09-13,82150642,7.1
1876,25000000,"['Horror', 'Comedy']",Bride of Chucky,14.340095,1998-10-16,50671850,5.5
1877,25485000,"['History', 'Action', 'Drama', 'Adventure', 'War']",Tora! Tora! Tora!,9.795985,1970-01-26,29548291,6.9
1878,25000000,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",Spice World,6.889437,1997-12-19,100000000,4.7
1879,25000000,['Comedy'],The Sitter,19.428994,2011-12-09,34942188,5.4
1880,0,"['Action', 'Comedy', 'Music']",Dance Flick,7.326034,2009-05-22,0,4.7
1881,25000000,"['Drama', 'Crime']",The Shawshank Redemption,136.747729,1994-09-23,28341469,8.5
1882,21150000,"['Adventure', 'Comedy']",Crocodile Dundee in Los Angeles,6.081772,2001-04-12,39438674,4.7
1883,27000000,['Comedy'],Kingpin,17.329269,1996-07-04,25023434,6.7
1884,25000000,"['Thriller', 'Crime', 'Drama']",The Gambler,22.622453,2014-12-25,39171130,5.7
1885,25000000,"['Comedy', 'Drama']",August: Osage County,20.561682,2013-12-26,74188937,6.9
1886,25000000,"['Drama', 'Comedy', 'Family']",Ice Princess,13.288177,2005-03-17,27645491,5.9
1887,30000000,['Comedy'],A Lot Like Love,19.212552,2005-04-22,42886719,6.5
1888,23000000,"['Comedy', 'Drama', 'History']",Eddie the Eagle,29.365851,2016-02-26,46152800,7.2
1889,25000000,['Drama'],He Got Game,10.232599,1998-05-01,21567853,6.7
1890,25000000,"['Romance', 'Drama', 'Comedy']",Don Juan DeMarco,8.870614,1994-10-01,22200000,6.2
1891,25000000,"['Drama', 'Romance', 'War']",Dear John,19.402816,2010-02-04,114977104,6.6
1892,25000000,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",The Losers,24.903418,2010-04-23,23580000,6.2
1893,25000000,"['Fantasy', 'Horror', 'Thriller']",Don't Be Afraid of the Dark,14.562197,2010-11-06,36993168,5.4
1894,25000000,"['Action', 'Thriller', 'Crime']",War,18.896239,2007-08-24,40452643,6.0
1895,25000000,"['Comedy', 'Drama', 'Romance']",Punch-Drunk Love,15.960916,2002-10-25,17000000,6.9
1896,25000000,['Comedy'],EuroTrip,25.848003,2004-02-20,20796847,6.5
1897,13000000,"['Crime', 'Action', 'Thriller']",Half Past Dead,6.337063,2002-11-15,0,4.6
1898,26000000,"['Comedy', 'Family']",Unaccompanied Minors,10.006282,2006-12-08,0,5.4
1899,0,['Drama'],"Bright Lights, Big City",2.753501,1988-04-01,0,4.7
1900,0,"['Animation', 'Family', 'Fantasy']",The Adventures of Pinocchio,6.718497,1996-07-26,0,5.0
1901,25000000,"['Drama', 'Family']",The Greatest Game Ever Played,7.538513,2005-09-30,15431177,6.9
1902,30000000,"['Thriller', 'Science Fiction']",The Box,21.606001,2009-09-17,33333531,5.4
1903,8000000,"['Drama', 'Horror']",The Ruins,13.715715,2008-04-02,0,5.6
1904,25000000,['Comedy'],The Next Best Thing,3.707511,2000-03-03,24362772,4.3
1905,25000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",My Soul to Take,7.001176,2010-10-08,19829957,5.2
1906,25000000,['Comedy'],The Girl Next Door,39.784026,2004-04-09,30411183,6.3
1907,25000000,"['Action', 'Adventure', 'Thriller']",Maximum Risk,10.115011,1996-09-13,51702483,5.2
1908,0,"['Action', 'Comedy', 'Drama']",Stealing Harvard,7.321181,2002-09-13,0,4.4
1909,25000000,"['Crime', 'Thriller']",Legend,32.854557,2015-09-09,42972994,6.7
1910,0,"['Action', 'Comedy']",Hot Rod,6.309587,2007-08-03,14334401,6.3
1911,28000000,"['Horror', 'Thriller']",Shark Night,8.363702,2011-09-02,10126458,4.9
1912,25,['Drama'],Angela's Ashes,4.88794,1999-12-25,13,7.0
1913,25000000,['Drama'],Draft Day,14.17009,2014-04-11,28831145,6.5
1914,25000000,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",Lifeforce,12.18362,1985-06-20,0,6.2
1915,25000000,"['Crime', 'Drama', 'History']",The Conspirator,9.169271,2010-09-10,15478800,6.2
1916,25000000,['Drama'],Lords of Dogtown,8.127728,2005-06-03,13411957,7.0
1917,25000000,"['Drama', 'History']",The 33,10.699952,2015-08-06,24902723,6.0
1918,25000000,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Big Trouble in Little China,29.796394,1986-05-30,11000000,7.1
1919,0,"['Comedy', 'Romance']",Un Plan parfait,11.60921,2012-10-29,0,5.6
1920,25000000,"['Action', 'Drama']",Warrior,51.915025,2011-09-09,23057115,7.7
1921,28000000,"['Drama', 'Thriller']",Michael Collins,8.314624,1996-10-25,16900000,6.7
1922,0,"['War', 'Drama', 'History']",Gettysburg,5.529035,1993-10-08,25000000,6.6
1923,25000000,"['Drama', 'War']",Stop-Loss,4.002579,2008-03-28,11207130,6.1
1924,25000000,"['Drama', 'Mystery', 'Thriller']",Abandon,3.888776,2002-10-14,10719357,4.6
1925,25000000,"['Drama', 'Thriller']",Brokedown Palace,7.296459,1999-08-13,13000000,6.2
1926,14000000,"['Horror', 'Thriller']",The Possession,21.680424,2012-08-30,85446075,5.8
1927,25000000,"['Comedy', 'Romance', 'Drama']",Mrs. Winterbourne,7.946769,1996-04-19,10070000,5.3
1928,25000000,"['Drama', 'Thriller']",Straw Dogs,7.473455,2011-09-16,10324441,5.5
1929,25000000,"['Comedy', 'Drama']",The Hoax,5.073536,2006-10-14,11772461,6.4
1930,0,"['Action', 'Crime', 'Thriller']",Stone Cold,3.623002,1991-05-17,0,5.7
1931,32000000,"['Adventure', 'Drama']",The Road,41.075532,2009-11-25,27635305,6.8
1932,25000000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",Sheena,4.020194,1984-08-17,5778353,5.0
1933,0,"['Action', 'Comedy']",Underclassman,2.083856,2005-09-02,0,5.5
1934,25000000,"['Comedy', 'Romance']",Say It Isn't So,2.909346,2001-03-12,0,4.8
1935,25000000,['Drama'],The World's Fastest Indian,8.450513,2005-10-12,0,7.3
1936,25000000,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",Tank Girl,8.186936,1995-03-31,4064495,5.5
1937,0,"['Comedy', 'Crime']",King's Ransom,5.079017,2005-04-22,0,5.1
1938,25000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Blindness,17.603823,2008-05-14,19844979,6.4
1939,25000000,"['Action', 'Adventure', 'Fantasy', 'Horror']",BloodRayne,7.008216,2005-10-22,2405420,3.5
1940,25000000,"['Comedy', 'Drama']",Carnage,20.011435,2011-09-16,27603069,7.0
1941,25000000,"['Drama', 'Mystery', 'Thriller']",Where the Truth Lies,4.051221,2005-10-07,0,5.9
1942,0,"['Fantasy', 'Family']",Cirque du Soleil: Worlds Away,5.987486,2012-11-09,34153101,6.1
1943,25000000,['Drama'],Without Limits,3.849873,1998-09-11,777423,6.2
1944,25000000,"['Comedy', 'Drama', 'Romance']",Me and Orson Welles,3.593165,2009-11-25,2336172,6.6
1945,13500000,"['Drama', 'Romance', 'Crime', 'Mystery']",La migliore offerta,30.058263,2013-01-01,19255873,7.7
1946,25000000,"['Drama', 'Crime']",The Bad Lieutenant: Port of Call - New Orleans,17.339852,2009-09-11,10589102,6.0
1947,0,"['Animation', 'Family']",Sammy's avonturen: De geheime doorgang,15.805449,2010-08-03,0,5.6
1948,25000000,"['Comedy', 'Drama']",Les petits mouchoirs,15.279021,2010-10-20,48531470,7.1
1949,0,['Drama'],Love Ranch,5.000126,2010-06-30,0,6.0
1950,0,"['Family', 'Adventure', 'Animation']",La véritable histoire du Chat Botté,1.684948,2009-04-01,0,3.8
1951,25000000,"['Family', 'Animation']",Белка и Стрелка. Звёздные собаки,5.753564,2010-03-18,6500000,6.3
1952,25000000,"['Thriller', 'Crime', 'Drama']",The Counselor,35.022029,2013-10-25,71009334,5.0
1953,25000000,"['Romance', 'Adventure', 'Action', 'History']",Ironclad,12.31708,2011-03-03,0,6.2
1954,25000000,"['History', 'Action', 'Drama']",Waterloo,1.894749,1970-10-26,3052000,7.0
1955,25000000,"['Crime', 'Action', 'Thriller']",一個人的武林,6.895866,2014-10-31,0,6.5
1956,25000000,"['Action', 'Thriller']",Red Sky,3.344158,2014-03-12,0,4.1
1957,14000000,"['Drama', 'Romance']",Dangerous Liaisons,14.480628,1988-12-16,34670720,7.0
1958,25000000,"['Adventure', 'Drama']",On the Road,14.613152,2012-05-22,8784318,5.5
1959,24000000,"['Science Fiction', 'Adventure']",Star Trek IV: The Voyage Home,22.258428,1986-11-25,133000000,6.9
1960,24000000,['Drama'],Rocky Balboa,30.445257,2006-12-20,155721132,6.5
1961,24000000,"['Horror', 'Mystery']",Scream 2,35.244037,1997-12-09,172363301,6.1
1962,25000000,"['Action', 'Drama', 'Western']",Jane Got a Gun,15.333575,2016-01-01,1397284,5.4
1963,24000000,"['Comedy', 'Romance']",Think Like a Man Too,15.237142,2014-06-20,70181428,6.4
1964,41300000,"['Comedy', 'Crime']",The Whole Nine Yards,23.441135,2000-02-18,106371651,6.2
1965,8200000,"['Drama', 'Family', 'Music', 'Romance']",Footloose,25.03414,1984-02-17,80035402,6.4
1966,24000000,['Comedy'],Old School,24.70166,2003-02-21,87055349,6.6
1967,24000000,"['Comedy', 'Drama']",The Fisher King,16.146572,1991-09-09,41895491,7.2
1968,65000000,"['Horror', 'Mystery', 'Thriller']",I Still Know What You Did Last Summer,20.793026,1998-11-13,40002112,5.1
1969,24000000,"['Romance', 'Comedy', 'Drama']",Return to Me,5.771479,2000-04-07,36609995,6.1
1970,24000000,['Comedy'],Zack and Miri Make a Porno,27.326466,2008-09-18,42105111,6.1
1971,24000000,"['Comedy', 'Crime', 'Thriller']",Nurse Betty,3.572339,2000-09-08,0,5.9
1972,24000000,"['Comedy', 'War']",The Men Who Stare at Goats,20.69219,2009-10-17,68729358,5.9
1973,0,"['Adventure', 'Drama', 'Action', 'Comedy', 'Romance']",Double Take,1.903405,2001-01-12,0,5.5
1974,40000000,['Drama'],"Girl, Interrupted",10.713521,1999-12-21,0,7.6
1975,17000000,"['Comedy', 'Romance']",Win a Date with Tad Hamilton!,7.701041,2004-01-23,16980098,5.5
1976,24000000,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",Muppets from Space,6.589193,1999-07-14,16290976,5.8
1977,24000000,"['Adventure', 'Family', 'Fantasy', 'Music']",The Wiz,2.753313,1978-10-24,21049053,5.9
1978,24000000,"['Action', 'Comedy', 'Drama']",Ready to Rumble,3.113009,2000-04-07,12372410,4.7
1979,24000000,"['Comedy', 'Drama']",Play It to the Bone,5.566203,1999-12-25,8434146,5.7
1980,24000000,"['Romance', 'Comedy']",I Don't Know How She Does It,8.630825,2011-09-16,30551495,5.0
1981,24000000,"['Comedy', 'Horror']",Piranha 3D,23.343839,2010-08-20,83188165,5.3
1982,23000000,"['Drama', 'Music']",Beyond the Sea,6.138213,2004-12-17,0,6.5
1983,24000000,"['Animation', 'Comedy', 'Family']",Meet the Deedles,2.353441,1998-03-27,4562146,4.1
1984,28000000,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",The Thief and the Cobbler,2.439184,1993-09-23,669276,6.8
1985,0,"['Romance', 'Drama']",The Bridge of San Luis Rey,0.515677,2004-01-01,0,5.4
1986,24000000,"['Crime', 'Drama', 'Action', 'Thriller']",Faster,26.324874,2010-11-23,23081726,6.1
1987,24000000,"['Fantasy', 'Animation', 'Adventure']",ハウルの動く城,49.549984,2004-11-19,234710455,8.2
1988,23600000,"['Comedy', 'Horror']",Zombieland,57.300674,2009-10-07,102391382,7.2
1989,23000000,['Comedy'],The Waterboy,23.839127,1998-11-06,185991646,5.9
1990,18000000,"['Adventure', 'Action', 'Science Fiction']",The Empire Strikes Back,78.51783,1980-05-17,538400000,8.2
1991,19000000,"['Action', 'Comedy', 'Crime', 'Thriller']",Bad Boys,33.872182,1995-04-07,141407024,6.5
1992,23000000,"['Comedy', 'Crime']",The Naked Gun 2½: The Smell of Fear,27.33256,1991-06-28,86930411,6.6
1993,23000000,['Horror'],Final Destination,38.799596,2000-03-16,53302314,6.4
1994,12500000,['Drama'],The Ides of March,20.317469,2011-09-24,75993061,6.5
1995,23000000,"['Thriller', 'Science Fiction', 'Action']",Pitch Black,18.493202,2000-02-18,53187659,6.7
1996,23000000,"['Comedy', 'Romance']",Someone Like You...,7.901891,2001-03-30,0,6.0
1997,23000000,"['Romance', 'Science Fiction', 'Drama']",Her,53.682367,2013-12-18,47351251,7.9
1998,23000000,"['Mystery', 'Thriller', 'Drama']",Joy Ride,11.183197,2001-10-05,36642838,6.3
1999,25000000,"['Fantasy', 'Adventure', 'Family']",The Adventurer: The Curse of the Midas Box,8.842722,2013-12-05,6399,5.1
2000,23000000,"['Drama', 'Comedy', 'Romance']",Anywhere But Here,8.976738,1999-11-12,18653615,5.9
2001,0,"['Action', 'Comedy']",The Crew,2.634119,2000-08-21,0,6.4
2002,23000000,"['Action', 'Thriller']",Haywire,26.257951,2011-11-06,33372606,5.6
2003,23000000,"['Adventure', 'Thriller']",Jaws: The Revenge,12.777008,1987-07-17,51881013,3.5
2004,0,['Drama'],Marvin's Room,6.130231,1996-12-18,0,6.6
2005,0,"['Drama', 'Family']",The Longshots,4.030724,2008-08-22,0,6.5
2006,23000000,['Drama'],The End of the Affair,6.921263,1999-12-03,10827816,6.6
2007,23000000,"['Action', 'Thriller']",Harley Davidson and the Marlboro Man,12.869436,1991-08-23,7434726,6.1
2008,23000000,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",In the Valley of Elah,15.676123,2007-08-31,29541790,6.6
2009,0,"['Drama', 'History']",Coco avant Chanel,8.426589,2009-04-22,0,6.6
2010,11000000,"['Western', 'Drama']",Forsaken,11.071522,2015-09-16,0,5.8
2011,23000000,"['Drama', 'Comedy', 'Romance']",Chéri,5.494047,2009-02-10,9366227,5.9
2012,23000000,"['Drama', 'Romance']",Vanity Fair,6.618149,2004-09-01,16123851,5.5
2013,23000000,"['Drama', 'Action', 'History']",十月圍城,7.876883,2009-12-18,5837674,6.5
2014,25000000,"['Horror', 'Thriller']",1408,35.169779,2007-07-12,94679598,6.5
2015,22700000,"['Comedy', 'Science Fiction']",Spaceballs,39.890798,1987-06-24,38119483,6.7
2016,22500000,"['War', 'Drama']",The Water Diviner,22.096286,2014-12-25,15520023,6.8
2017,22000000,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",Ghost,41.967005,1990-07-12,505000000,6.9
2018,23000000,"['Romance', 'Comedy']",There's Something About Mary,57.110486,1998-07-15,369884651,6.5
2019,22000000,"['Fantasy', 'Drama', 'Comedy', 'Family']",The Santa Clause,16.234053,1994-11-10,189833357,6.3
2020,20000000,"['Drama', 'Family']",The Rookie,11.263361,2002-03-25,75597042,6.5
2021,22000000,"['Comedy', 'Family']",The Game Plan,20.699212,2007-09-28,147880543,6.0
2022,24000000,"['Drama', 'Romance']",The Bridges of Madison County,17.606087,1995-05-28,182016617,7.3
2023,22000000,"['Action', 'Comedy']",The Animal,13.786075,2001-06-01,84772742,4.6
2024,22000000,"['Drama', 'History']",Gandhi,35.227212,1982-11-30,77737889,7.4
2025,22000000,['Drama'],The Hundred-Foot Journey,27.898438,2014-08-06,88880821,7.3
2026,22000000,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",The Net,23.218144,1995-07-28,110627965,5.6
2027,22000000,['Drama'],I Am Sam,26.071644,2001-12-28,92542418,7.2
2028,22000000,['Drama'],Son of God,9.175762,2014-02-28,67800064,5.9
2029,22000000,"['Fantasy', 'Action', 'Thriller']",Underworld,81.829237,2003-09-19,95708457,6.6
2030,22000000,"['Drama', 'Thriller']",Derailed,17.7091,2005-11-11,57479076,6.1
2031,22000000,"['Drama', 'Comedy', 'Crime']",The Informant!,17.772518,2009-09-18,35424826,6.0
2032,22000000,"['Drama', 'Romance']",Shadowlands,5.609755,1993-12-25,0,6.8
2033,22000000,['Comedy'],Deuce Bigalow: European Gigolo,10.259461,2005-08-06,22400154,4.7
2034,26000000,['Comedy'],Delivery Man,30.114383,2013-10-10,51164106,6.2
2035,0,['Thriller'],Our Kind of Traitor,10.547959,2016-05-05,9930095,6.0
2036,22000000,"['Comedy', 'Crime', 'Romance']",Saving Silverman,12.887673,2001-02-09,19351569,5.4
2037,22000000,"['Comedy', 'Family']",Diary of a Wimpy Kid: Dog Days,13.410919,2012-08-02,77112176,6.0
2038,0,"['Thriller', 'Drama', 'Crime', 'Romance']",Summer of Sam,3.70789,1999-07-02,0,6.3
2039,22000000,['Comedy'],Jay and Silent Bob Strike Back,21.865021,2001-08-22,33788161,6.4
2040,30000000,"['Drama', 'Thriller']",The Glass House,9.448517,2001-09-14,23619609,5.4
2041,22000000,"['Comedy', 'Drama', 'Mystery']","Hail, Caesar!",39.006187,2016-02-05,63647656,5.7
2042,22000000,"['Comedy', 'Music']",Josie and the Pussycats,6.404571,2001-04-06,0,5.3
2043,22000000,"['Action', 'Thriller']",Homefront,35.737655,2013-11-27,43058898,6.4
2044,22000000,"['Family', 'Horror']",The Little Vampire,4.365196,2000-10-27,13555988,6.1
2045,22000000,"['Comedy', 'Romance']",I Heart Huckabees,14.925633,2004-09-10,0,6.2
2046,22000000,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",RoboCop 3,14.725467,1993-04-17,10696210,4.2
2047,0,"['Action', 'Science Fiction', 'Thriller']",Megiddo: The Omega Code 2,0.809588,2001-09-07,0,3.6
2048,0,"['Drama', 'Comedy', 'Thriller', 'Music', 'Romance']",Darling Lili,0.816883,1970-01-01,0,4.9
2049,70000000,"['Comedy', 'Family', 'Romance']",Dudley Do-Right,8.792054,1999-08-27,0,3.8
2050,25000000,"['Thriller', 'Action', 'Crime']",The Transporter Refueled,25.002715,2015-09-03,72629670,5.2
2051,0,"['Drama', 'Romance']",The Libertine,7.588597,2004-09-16,0,5.9
2052,21000000,"['Drama', 'Thriller', 'War']",Zwartboek,13.906611,2006-09-01,26193068,7.2
2053,22000000,"['Romance', 'Drama', 'History', 'War', 'Music']",Joyeux Noël,13.960945,2005-11-09,17709155,7.2
2054,2000000,"['Action', 'Comedy', 'Romance']",Hit & Run,16.668854,2012-08-22,14400000,5.5
2055,0,"['Action', 'Comedy', 'Crime']",Mad Money,6.847133,2008-01-17,0,5.9
2056,22000000,"['Mystery', 'Thriller']",Before I Go to Sleep,48.784734,2014-09-03,15447154,6.2
2057,22000000,"['Action', 'Thriller', 'Adventure']",Sorcerer,9.088209,1977-06-24,12000000,7.4
2058,22000000,['Drama'],Stone,12.445176,2010-10-07,9479718,5.2
